CNT,CNTRYID,SCHID,CNTSCHID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,SC001Q01TA,SC002Q01TA,SC002Q02TA,SC003Q01TA,SC004Q01TA,SC004Q02TA,SC004Q03TA,SC004Q04NA,SC004Q05NA,SC004Q06NA,SC004Q07NA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q05NA,SC053Q06NA,SC053Q07TA,SC053Q08TA,SC053Q09TA,SC053Q10TA,SC053D11TA,SC059Q01NA,SC059Q02NA,SC059Q03NA,SC059Q04NA,SC059Q05NA,SC059Q06NA,SC059Q07NA,SC059Q08NA,SC052Q01NA,SC052Q02NA,SC009Q01TA,SC009Q02TA,SC009Q03TA,SC009Q04TA,SC009Q05TA,SC009Q06TA,SC009Q07TA,SC009Q08TA,SC009Q09TA,SC009Q10TA,SC009Q11TA,SC009Q12TA,SC009Q13TA,SC010Q01TA,SC010Q01TB,SC010Q01TC,SC010Q01TD,SC010Q01TE,SC010Q02TA,SC010Q02TB,SC010Q02TC,SC010Q02TD,SC010Q02TE,SC010Q03TA,SC010Q03TB,SC010Q03TC,SC010Q03TD,SC010Q03TE,SC010Q04TA,SC010Q04TB,SC010Q04TC,SC010Q04TD,SC010Q04TE,SC010Q05TA,SC010Q05TB,SC010Q05TC,SC010Q05TD,SC010Q05TE,SC010Q06TA,SC010Q06TB,SC010Q06TC,SC010Q06TD,SC010Q06TE,SC010Q07TA,SC010Q07TB,SC010Q07TC,SC010Q07TD,SC010Q07TE,SC010Q08TA,SC010Q08TB,SC010Q08TC,SC010Q08TD,SC010Q08TE,SC010Q09TA,SC010Q09TB,SC010Q09TC,SC010Q09TD,SC010Q09TE,SC010Q10TA,SC010Q10TB,SC010Q10TC,SC010Q10TD,SC010Q10TE,SC010Q11TA,SC010Q11TB,SC010Q11TC,SC010Q11TD,SC010Q11TE,SC010Q12TA,SC010Q12TB,SC010Q12TC,SC010Q12TD,SC010Q12TE,SC012Q01TA,SC012Q02TA,SC012Q03TA,SC012Q04TA,SC012Q05TA,SC012Q06TA,SC012Q07TA,SC013Q01TA,SC014Q01NA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC019Q01NA01,SC019Q01NA02,SC019Q02NA01,SC019Q02NA02,SC019Q03NA01,SC019Q03NA02,SC025Q01NA,SC025Q02NA,SC027Q01NA,SC027Q02NA,SC027Q03NA,SC027Q04NA,SC032Q01TA,SC032Q02TA,SC032Q03TA,SC032Q04TA,SC034Q01NA,SC034Q02NA,SC034Q03TA,SC034Q04TA,SC035Q01NA,SC035Q01NB,SC035Q02TA,SC035Q02TB,SC035Q03TA,SC035Q03TB,SC035Q04TA,SC035Q04TB,SC035Q05TA,SC035Q05TB,SC035Q06TA,SC035Q06TB,SC035Q07TA,SC035Q07TB,SC035Q08TA,SC035Q08TB,SC035Q09NA,SC035Q09NB,SC035Q10TA,SC035Q10TB,SC035Q11NA,SC035Q11NB,SC036Q01TA,SC036Q02TA,SC036Q03NA,SC037Q01TA,SC037Q02TA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q07TA,SC037Q08TA,SC037Q09TA,SC037Q10NA,SC040Q02NA,SC040Q03NA,SC040Q05NA,SC040Q11NA,SC040Q12NA,SC040Q15NA,SC040Q16NA,SC040Q17NA,SC041Q01NA,SC041Q03NA,SC041Q04NA,SC041Q05NA,SC041Q06NA,SC042Q01TA,SC042Q02TA,SC048Q01NA,SC048Q02NA,SC048Q03NA,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC063Q02NA,SC063Q03NA,SC063Q04NA,SC063Q06NA,SC063Q07NA,SC063Q09NA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,SCHSIZE,CLSIZE,RATCMP1,RATCMP2,LEAD,LEADCOM,LEADINST,LEADPD,LEADTCH,RESPCUR,RESPRES,SCHAUT,TEACHPART,EDUSHORT,STAFFSHORT,PROAT5AB,PROAT5AM,PROAT6,PROATCE,TOTAT,PROSTAT,PROSTCE,PROSTMAS,TOTST,CREACTIV,SCIERES,STUBEHA,TEACHBEHA,STRATIO,SCHLTYPE,W_SCHGRNRABWT,SENWT,VER_DAT
USA,840,00069,84000069,06MS,084000,84000,USA0102,8400000,1,2,313,3,575,623,3,288,375,375,200,4,60,85,1,1,1,1,1,1,2,2,1,1,9999997,1,2,1,1,1,1,2,1,1,1,2,4,6,6,5,5,5,6,5,5,5,5,4,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,2,1,3,2,1,NA,90,10,0,0,2,2,3,2,2,2,3,2,72,13,72,13,13,5,58,8,1,0,11,2,11,2,11,2,30,20,1,1,1,1,1,2,1,2,2,2,4,3,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,2,1,3,1,1,3,2,3,2,1,1,1,3,1,1,3,3,1,1,1,1,1,2,2,2,10,7,2,2,2,3,3,3,3,3,3,2,1,2,1,1,1,2,20,50,1,15,1198,23,1.3021,1,1.0373000000000001,0.8295,1.1814,0.6203,0.7155,1.4806,-0.1663,1,7,0.2208,0.5382,0.1975,0.7898,0.0127,1,78.5,0.1529,1,1,12,3,6,0.511,1.4441,15.2611,3,108.51031835,15.03611,17NOV16:12:20:57
USA,840,00070,84000070,06MS,084000,84000,USA0206,8400000,1,2,313,4,NA,NA,4,NA,1e3,1e3,425,3,193,200,1,1,1,1,1,1,1,1,1,1,9999997,1,2,1,1,1,2,2,2,2,2,4,3,6,6,6,6,6,6,6,5,3,5,6,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,2,1,2,1,3,NA,1,NA,100,0,0,NA,2,2,3,2,2,2,4,2,188,NA,187,NA,188,NA,NA,NA,2,NA,22,NA,4,NA,NA,NA,100,98,1,1,1,1,1,1,1,1,3,2,5,5,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,3,1,3,3,3,3,3,3,1,1,3,3,2,1,1,1,2,2,2,39,19,81,3,3,3,3,3,2,2,2,2,2,1,1,1,1,2,1,54,50,42,49,NA,28,NA,1,1.5778,1.1008,2.2317,0.9596,0.6925,-1.0277,-0.2102,0.58,1,0.5496,0.5382,1,NA,0.0106,0.9947,188,0.117,0.1818,NA,22,3,4,1.5715,0.2229,NA,3,30.268198379,4.19422,17NOV16:12:20:57
USA,840,00073,84000073,06MS,084000,84000,USA0308,8400000,1,2,313,3,1100,1e3,5,550,180,180,108,60,80,80,1,1,1,1,1,1,1,1,1,1,9999997,1,2,1,1,1,1,2,2,1,1,3,5,5,5,5,6,6,5,4,4,3,6,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,3,NA,1,NA,100,0,0,NA,1,1,1,1,1,2,2,2,85,2,85,2,85,2,41,0,2,0,10,NA,10,NA,10,NA,90,100,1,1,1,1,1,1,1,2,2,2,5,5,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,3,14,NA,NA,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,25,35,10,10,2100,33,0.3273,1,0.9106,1.0096,1.2131,1.1284,-0.1259,-0.7997,-0.3422,0.92,6,-0.2345,-1.6823,1,0.4767,0.0233,1,86,0.1163,1,1,10,3,5,0.0185,0.2229,24.4186,3,41.242987428,5.71498,17NOV16:12:20:57
USA,840,00074,84000074,06MS,084000,84000,USA0206,8400000,1,2,313,2,588,626,3,319,230,230,50,2,75,150,1,1,1,1,2,2,2,2,1,1,9999997,1,1,1,2,1,1,2,1,1,1,3,4,5,4,5,6,4,6,6,6,5,6,4,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,2,1,1,2,1,3,2,1,NA,97,2,1,NA,2,1,2,1,2,2,3,2,63,0,63,0,8,0,55,0,0,0,9,0,9,0,9,0,100,100,1,1,1,1,1,1,1,1,2,3,5,4,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,NA,1,3,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,5,9,20,3,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,60,75,50,45,1214,23,0.721,1,1.1144,0.7724,0.5388,1.8133,1.6883,0.0554,0.0097,1,7,0.2208,-0.4427,0.127,0.873,0,1,63,0.1429,1,1,9,3,6,0.4463,-0.9423,19.2698,3,72.08259651,9.98838,17NOV16:12:20:57
USA,840,00075,84000075,06MS,084000,84000,USA0206,8400000,1,2,313,2,609,579,4,304,555,555,277,81,81,636,1,1,1,1,1,1,1,NA,1,1,9999997,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,3,1,3,2,1,NA,100,0,0,0,3,2,1,1,2,2,1,1,76,1,76,1,67,0,7,0,2,0,9,0,9,0,1,0,99,100,1,NA,1,1,1,2,1,1,5,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,2,1,1,1,10,67,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,50,50,20,13,1188,28,1.8257,1,1.0629,1.3167,0.954,0.3642,0.7155,0.3405,1.2412,0.83,0,-0.849,-0.1877,0.8758,0.0915,0.0261,1,76.5,0.1176,1,0.1111,9,3,8,0.0185,0.2229,15.5294,3,58.127870331,8.05469,17NOV16:12:20:57
USA,840,00081,84000081,06MS,084000,84000,USA0206,8400000,1,2,313,4,1666,1587,3,745,300,300,275,200,175,275,1,1,1,1,1,1,1,1,1,1,9999997,1,1,1,1,1,1,2,1,1,1,4,5,4,5,5,5,5,5,4,4,2,3,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,2,3,2,2,2,2,NA,1,NA,100,0,0,NA,1,1,1,1,2,2,1,1,190,1,NA,NA,137,NA,62,NA,2,NA,26,NA,26,NA,26,NA,100,100,1,1,1,1,1,1,1,2,3,2,5,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,2,2,1,1,2,2,3,2,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,3,3,6,7,41,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,70,95,20,25,3253,23,0.4027,1,0.4749,1.0538,0.954,-0.2763,-0.2945,-0.9137,0.0097,0.92,3,-0.849,-1.6823,0.7192,0.3255,0.0105,NA,190.5,0.1365,1,1,26,3,7,0.0185,-0.3599,17.0761,3,29.594102758,4.10081,17NOV16:12:20:57
USA,840,00082,84000082,06MS,084000,84000,USA0104,8400000,1,2,313,4,687,596,3,329,329,329,329,2,75,75,1,1,1,1,NA,1,1,1,1,1,9999997,1,2,1,1,1,1,2,2,1,1,4,5,6,6,6,6,6,6,6,6,4,6,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,3,3,3,2,3,NA,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,70,NA,70,NA,54,NA,15,NA,1,NA,7,NA,7,NA,7,NA,100,100,1,1,1,1,1,1,1,1,2,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,15,25,70,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,50,75,10,15,1283,23,1,1,2.1422,1.4822,2.2317,1.8133,1.3323,0.3405,1.769,1,1,-0.1328,0.2838,0.7714,0.2143,0.0143,1,70,0.1,1,1,7,3,5,1.381,0.2229,18.3286,3,78.991534509,10.94574,17NOV16:12:20:57
USA,840,00083,84000083,06MS,084000,84000,USA0104,8400000,1,2,313,2,391,372,2,179,276,276,150,28,40,74,1,1,2,1,1,1,2,2,1,1,9999997,1,1,1,1,1,1,2,2,1,1,5,4,6,3,6,5,6,6,4,6,4,6,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,3,3,3,1,3,NA,1,NA,98,2,NA,NA,2,1,2,1,1,1,2,2,47,NA,47,NA,22,NA,25,NA,0,NA,5,NA,4,NA,3,NA,100,100,1,1,1,1,1,1,1,2,2,2,4,5,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,2,1,1,16,30,2,2,3,3,2,1,1,2,1,1,1,1,1,1,1,2,86,73,NA,64,763,18,1.5419,1,1.3984,1.3936,1.0434,1.0958,0.6612,-0.7997,1.2412,0.92,1,-0.3301,-0.4427,0.4681,0.5319,0,1,47,0.1064,0.8,0.6,5,3,6,0.5482,-1.2437,16.234,3,91.153905165,12.63106,17NOV16:12:20:57
USA,840,00086,84000086,06MS,084000,84000,USA0308,8400000,1,2,313,3,1081,1168,5,712,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,1,9999997,1,2,2,1,1,1,2,1,1,1,4,6,5,6,6,5,4,5,4,5,2,4,4,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,2,1,3,2,1,NA,100,0,0,0,1,2,1,2,2,2,3,1,134,4,102,0,102,0,49,0,0,0,13,1,13,NA,13,NA,100,100,1,1,1,1,2,1,1,1,2,2,5,5,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,3,2,2,1,1,3,1,1,3,1,2,1,1,1,2,2,2,71,6,87,3,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,14,31,2,2,2249,33,NA,NA,0.7472,1.4018,1.2219,0.0394,0.0904,-0.7997,-0.3422,0.83,4,-0.1671,-0.214,0.75,0.3603,0,0.75,136,0.0993,0.963,0.963,13.5,3,5,0.1841,-0.3599,16.5368,3,35.491153912,4.91796,17NOV16:12:20:57
USA,840,00087,84000087,06MS,084000,84000,USA0206,8400000,1,2,313,3,469,454,3,245,245,245,245,10,70,100,1,1,1,1,2,2,2,1,1,1,9999997,1,1,1,1,1,1,2,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,3,NA,1,NA,100,NA,NA,NA,1,1,1,1,1,1,1,1,43,0,43,0,43,0,15,0,0,0,9,0,9,0,9,0,100,100,1,1,1,1,1,1,1,2,3,1,5,NA,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,NA,1,2,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,16,12,35,4,3,3,2,2,1,1,2,1,1,1,1,1,1,1,1,83,76,7,15,923,23,1,1,4.43,2.9951,2.2317,1.8133,2.3955,-0.7997,-0.5181,0.58,4,-1.2541,-1.6823,1,0.3488,0,1,43,0.2093,1,1,9,3,7,1.5144,-1.2437,21.4651,3,88.778961624,12.30197,17NOV16:12:20:57
USA,840,00088,84000088,06MS,084000,84000,USA0206,8400000,1,2,313,5,606,776,3,349,180,180,70,102,102,120,1,1,1,1,1,1,1,1,1,1,9999997,2,2,2,2,1,2,1,2,2,1,4,4,6,6,6,6,6,6,6,6,6,6,6,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,3,3,1,3,1,3,NA,1,NA,100,NA,NA,NA,3,3,3,3,3,3,4,4,102,NA,102,NA,62,NA,40,NA,3,NA,11,NA,11,NA,11,NA,100,100,1,1,1,1,1,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,75,15,89,3,3,4,3,2,4,3,3,2,2,1,1,1,1,1,1,20,60,NA,10,1382,23,0.5158,1,2.5173,1.337,2.2317,1.8133,2.3955,-0.9897,1.2412,1,2,1.7302,1.4002,0.6078,0.3922,0.0294,1,102,0.10780000000000001,1,1,11,3,2,1.6041,1.5382,13.549,3,81.41635471,11.28174,17NOV16:12:20:57
USA,840,00089,84000089,06MS,084000,84000,USA0308,8400000,1,2,313,2,298,286,4,201,201,201,201,5,40,50,2,2,1,1,2,2,2,2,2,1,9999997,1,1,2,2,1,1,2,2,1,1,3,3,4,4,4,4,4,4,5,5,5,4,4,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,2,NA,1,NA,100,NA,NA,NA,1,3,1,2,1,1,3,3,33,NA,29,NA,27,NA,5,NA,0,NA,3,NA,3,NA,3,NA,100,100,1,1,1,1,1,2,1,1,2,3,3,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,2,3,98,10,98,2,3,2,2,2,4,3,3,2,3,1,1,1,1,1,1,25,25,1,1,584,28,1,1,0.2617,0.2784,0.2905,-0.4247,0.7155,-0.7997,-0.6061,0.67,6,0.3922,0.0728,0.8182,0.1515,0,0.8788,33,0.0909,1,1,3,0,4,0.5094,1.8752,17.697,3,132.02462569,18.29445,17NOV16:12:20:57
USA,840,00092,84000092,06MS,084000,84000,USA0308,8400000,1,2,313,3,1171,1150,5,644,240,240,40,16,110,350,1,1,1,1,1,1,2,1,1,1,9999997,1,1,2,1,2,1,2,2,1,1,4,5,5,6,5,4,5,5,5,6,5,3,4,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,3,3,NA,1,NA,100,NA,NA,NA,3,3,3,3,2,2,2,2,110,0,104,0,110,0,55,0,2,0,9,NA,9,NA,9,NA,35,35,1,1,1,1,1,1,1,1,2,3,5,NA,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3,1,3,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,3,60,10,65,3,2,2,2,2,3,2,3,3,3,1,2,1,1,2,1,10,10,1,2,2321,33,0.3727,1,0.9238,1.162,1.1814,-0.5182,1.1271,-1.0277,-0.3422,0.75,4,-0.1328,1.4002,1,0.5,0.0182,0.9455,110,0.0818,1,1,9,3,4,0.4463,1.5443,21.1,3,35.413543147,4.9072,17NOV16:12:20:57
USA,840,00094,84000094,06MS,084000,84000,USA0308,8400000,1,2,313,3,613,663,4,288,257,257,177,66,75,100,1,1,1,1,NA,1,NA,NA,1,1,9999997,1,1,1,1,1,1,2,1,1,1,3,4,4,4,6,3,6,6,5,5,4,5,4,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,3,3,1,NA,100,NA,NA,NA,3,1,3,1,2,2,3,3,62,14,62,14,NA,NA,NA,NA,NA,NA,9,1,9,1,9,1,100,100,1,1,1,1,1,1,1,1,2,2,5,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,3,3,1,2,2,2,2,3,3,3,3,1,1,3,3,1,1,1,2,2,2,2,2,10,39,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,30,30,10,10,1276,28,0.8924,1,0.7678,0.5511,1.289,0.0992,0.582,0.0554,0.0537,1,7,0.5881,0.1122,NA,NA,NA,1,69,0.1377,1,1,9.5,3,7,0.0185,0.2229,18.4928,3,88.688952057,12.28949,17NOV16:12:20:57
USA,840,00095,84000095,06MS,084000,84000,USA0206,8400000,1,2,313,4,201,184,3,96,60,60,20,24,0,30,1,2,1,1,2,2,2,2,1,1,9999997,2,2,1,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,2,1,1,1,3,1,1,NA,100,0,0,0,3,1,1,1,3,3,2,2,22,0,22,0,1,0,21,0,1,0,3,0,3,0,3,0,100,100,1,1,1,1,1,1,1,1,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,68,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,25,30,10,5,385,23,0.625,1,4.43,2.9951,2.2317,1.8133,2.3955,-1.0277,-0.6438,0.5,0,0.068,-0.5392,0.0455,0.9545,0.0455,1,22,0.1364,1,1,3,2,1,3.891,4.2589,17.5,3,194.42793551,26.94158,17NOV16:12:20:57
USA,840,00096,84000096,06MS,084000,84000,USA0206,8400000,1,2,313,3,NA,NA,2,NA,380,380,180,13,10,180,1,1,1,1,1,2,1,2,1,1,9999997,1,1,1,1,1,1,2,2,2,1,4,3,5,6,6,6,6,6,6,6,4,6,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,2,1,2,1,3,NA,1,NA,100,0,0,NA,2,1,2,1,1,1,1,1,180,5,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,38,46,1,1,1,1,1,1,1,1,2,2,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,3,3,27,6,80,4,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,37,49,2,2,NA,18,NA,1,1.8688,0.8928,2.2317,1.8133,1.3323,-1.2558,-0.5533,0.42,0,-1.2541,-0.4427,NA,NA,NA,NA,182.5,0.1205,NA,NA,22,3,6,0.1545,-0.5434,NA,3,44.059193566,6.10522,17NOV16:12:20:57
USA,840,00097,84000097,06MS,084000,84000,USA0104,8400000,1,2,313,4,55,25,1,9,9,9,9,9,10,11,2,2,2,1,2,2,2,2,2,1,9999997,2,2,1,2,1,2,2,1,1,1,3,4,4,4,5,5,5,6,5,5,5,5,5,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,3,3,1,2,1,1,3,1,NA,100,0,0,0,1,1,1,2,3,2,2,2,10,1,NA,NA,NA,NA,1,NA,0,NA,1,NA,1,NA,1,NA,100,100,1,1,1,1,1,1,1,1,2,2,5,5,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,2,3,1,1,2,1,2,3,2,1,2,2,2,1,1,2,2,1,NA,NA,NA,NA,NA,2,2,20,33,100,3,2,3,3,2,2,2,2,2,2,1,1,2,1,1,1,35,65,10,NA,80,13,NA,NA,0.8719,0.6587,0.7532,0.6203,0.7155,1.4806,1.769,1,8,-0.0295,-0.5736,NA,0.0952,0,NA,10.5,0.0952,1,1,1,0,3,0.9346,0.2229,7.619,3,1119.9746925,155.19319,17NOV16:12:20:57
USA,840,00098,84000098,06MS,084000,84000,USA0101,8400000,1,2,313,3,356,404,3,194,194,194,194,45,53,60,1,1,1,1,1,1,1,1,1,1,9999997,1,1,1,1,1,1,1,1,1,1,3,6,6,6,6,6,6,6,6,6,4,6,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,3,3,3,3,2,1,2,2,1,0,91,7,2,1,1,1,1,1,1,1,1,48,5,35,NA,19,NA,32,NA,2,NA,7,NA,5,NA,5,NA,100,100,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,3,12,17,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,35,30,15,75,760,23,1,1,1.9855,1.462,2.2317,1.8133,1.3323,1.4806,0.0097,0.83,4,-1.2541,-1.6823,0.3762,0.6337,0.0396,0.6931,50.5,0.1386,0.7143,0.7143,7,3,8,-2.3872,-2.1182,15.0495,1,142.23109685,19.70875,17NOV16:12:20:57
