CNT,CNTRYID,SCHID,CNTSCHID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,SC001Q01TA,SC002Q01TA,SC002Q02TA,SC003Q01TA,SC004Q01TA,SC004Q02TA,SC004Q03TA,SC004Q04NA,SC004Q05NA,SC004Q06NA,SC004Q07NA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q05NA,SC053Q06NA,SC053Q07TA,SC053Q08TA,SC053Q09TA,SC053Q10TA,SC053D11TA,SC059Q01NA,SC059Q02NA,SC059Q03NA,SC059Q04NA,SC059Q05NA,SC059Q06NA,SC059Q07NA,SC059Q08NA,SC052Q01NA,SC052Q02NA,SC009Q01TA,SC009Q02TA,SC009Q03TA,SC009Q04TA,SC009Q05TA,SC009Q06TA,SC009Q07TA,SC009Q08TA,SC009Q09TA,SC009Q10TA,SC009Q11TA,SC009Q12TA,SC009Q13TA,SC010Q01TA,SC010Q01TB,SC010Q01TC,SC010Q01TD,SC010Q01TE,SC010Q02TA,SC010Q02TB,SC010Q02TC,SC010Q02TD,SC010Q02TE,SC010Q03TA,SC010Q03TB,SC010Q03TC,SC010Q03TD,SC010Q03TE,SC010Q04TA,SC010Q04TB,SC010Q04TC,SC010Q04TD,SC010Q04TE,SC010Q05TA,SC010Q05TB,SC010Q05TC,SC010Q05TD,SC010Q05TE,SC010Q06TA,SC010Q06TB,SC010Q06TC,SC010Q06TD,SC010Q06TE,SC010Q07TA,SC010Q07TB,SC010Q07TC,SC010Q07TD,SC010Q07TE,SC010Q08TA,SC010Q08TB,SC010Q08TC,SC010Q08TD,SC010Q08TE,SC010Q09TA,SC010Q09TB,SC010Q09TC,SC010Q09TD,SC010Q09TE,SC010Q10TA,SC010Q10TB,SC010Q10TC,SC010Q10TD,SC010Q10TE,SC010Q11TA,SC010Q11TB,SC010Q11TC,SC010Q11TD,SC010Q11TE,SC010Q12TA,SC010Q12TB,SC010Q12TC,SC010Q12TD,SC010Q12TE,SC012Q01TA,SC012Q02TA,SC012Q03TA,SC012Q04TA,SC012Q05TA,SC012Q06TA,SC012Q07TA,SC013Q01TA,SC014Q01NA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC019Q01NA01,SC019Q01NA02,SC019Q02NA01,SC019Q02NA02,SC019Q03NA01,SC019Q03NA02,SC025Q01NA,SC025Q02NA,SC027Q01NA,SC027Q02NA,SC027Q03NA,SC027Q04NA,SC032Q01TA,SC032Q02TA,SC032Q03TA,SC032Q04TA,SC034Q01NA,SC034Q02NA,SC034Q03TA,SC034Q04TA,SC035Q01NA,SC035Q01NB,SC035Q02TA,SC035Q02TB,SC035Q03TA,SC035Q03TB,SC035Q04TA,SC035Q04TB,SC035Q05TA,SC035Q05TB,SC035Q06TA,SC035Q06TB,SC035Q07TA,SC035Q07TB,SC035Q08TA,SC035Q08TB,SC035Q09NA,SC035Q09NB,SC035Q10TA,SC035Q10TB,SC035Q11NA,SC035Q11NB,SC036Q01TA,SC036Q02TA,SC036Q03NA,SC037Q01TA,SC037Q02TA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q07TA,SC037Q08TA,SC037Q09TA,SC037Q10NA,SC040Q02NA,SC040Q03NA,SC040Q05NA,SC040Q11NA,SC040Q12NA,SC040Q15NA,SC040Q16NA,SC040Q17NA,SC041Q01NA,SC041Q03NA,SC041Q04NA,SC041Q05NA,SC041Q06NA,SC042Q01TA,SC042Q02TA,SC048Q01NA,SC048Q02NA,SC048Q03NA,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC063Q02NA,SC063Q03NA,SC063Q04NA,SC063Q06NA,SC063Q07NA,SC063Q09NA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,SCHSIZE,CLSIZE,RATCMP1,RATCMP2,LEAD,LEADCOM,LEADINST,LEADPD,LEADTCH,RESPCUR,RESPRES,SCHAUT,TEACHPART,EDUSHORT,STAFFSHORT,PROAT5AB,PROAT5AM,PROAT6,PROATCE,TOTAT,PROSTAT,PROSTCE,PROSTMAS,TOTST,CREACTIV,SCIERES,STUBEHA,TEACHBEHA,STRATIO,SCHLTYPE,W_SCHGRNRABWT,SENWT,VER_DAT
USA,840,00181,84000181,06MS,084000,84000,USA0308,8400000,1,2,313,4,188,174,3,54,54,54,54,4,2,23,2,2,1,1,2,1,1,2,1,1,9999997,2,2,1,2,1,1,2,2,1,1,2,4,6,4,5,5,5,4,4,4,2,4,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,2,2,1,2,3,1,NA,1,NA,100,0,0,NA,1,1,1,1,2,2,3,1,20,3,NA,NA,10,NA,10,NA,1,NA,5,NA,5,NA,4,NA,100,100,1,1,1,1,1,1,1,1,3,2,5,5,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,20,NA,38,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,60,45,5,10,362,23,1,1,0.1826,0.6215,0.7532,-0.184,-0.2945,-0.4196,0.9773,1,3,-0.1671,-1.6823,0.4651,0.4651,0.0465,NA,21.5,0.2326,1,0.8,5,1,3,-1.2753,-2.1182,16.8372,3,658.79209409,91.28782,17NOV16:12:20:57
USA,840,00182,84000182,06MS,084000,84000,USA0102,8400000,1,2,313,4,780,794,4,113,200,100,170,75,100,250,1,1,2,1,1,1,1,1,1,1,9999997,1,1,1,2,1,1,1,1,1,1,5,3,6,5,2,5,5,4,5,3,3,4,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,3,1,1,1,3,3,NA,1,NA,100,0,0,0,2,3,2,3,1,1,1,1,90,1,NA,NA,68,NA,20,NA,2,NA,8,NA,8,NA,8,NA,NA,NA,1,1,1,1,1,1,1,1,5,2,4,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,3,2,1,1,1,2,1,1,20,5,12,2,2,1,2,2,3,3,NA,2,2,1,1,2,1,1,2,40,60,15,NA,1574,28,1.7699,0.5,0.3047,1.0555,0.2001,-0.184,-0.2263,-0.4196,2.8245,0.92,3,-1.2541,0.9008,0.7514,0.221,0.0221,NA,90.5,0.0884,1,1,8,3,7,-0.348,1.1944,17.3923,3,269.95114989,37.40672,17NOV16:12:20:57
USA,840,00183,84000183,06MS,084000,84000,USA0206,8400000,1,2,313,3,498,455,2,236,200,200,75,12,25,60,1,1,1,1,2,2,2,2,1,1,9999997,1,2,1,1,1,1,2,2,1,1,4,4,5,6,4,4,5,5,4,5,3,4,4,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,3,NA,1,NA,84,0,1,15,3,2,1,1,3,3,2,2,70,0,70,0,56,0,10,0,4,0,7,0,7,0,7,0,97,100,1,1,1,1,1,1,1,1,2,2,4,5,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,3,1,3,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,5,10,75,3,2,2,2,2,3,2,3,1,2,1,2,2,2,1,2,10,20,NA,NA,953,18,0.8475,1,0.5701,0.9285,0.8947,-0.2002,0.2248,-0.9137,-0.5181,0.67,3,0.068,-0.1877,0.8,0.1429,0.0571,1,70,0.1,1,1,7,3,5,0.4463,0.7486,13.6143,3,85.676233685,11.87203,17NOV16:12:20:57
USA,840,00184,84000184,06MS,084000,84000,USA0308,8400000,1,2,313,4,80,95,6,47,118,118,108,2,3,9,1,2,2,1,2,2,2,1,1,1,9999997,2,2,1,2,1,2,2,2,1,1,3,3,6,3,5,5,5,5,3,5,1,5,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,NA,100,0,0,0,1,1,1,1,1,1,3,1,9,NA,9,NA,9,NA,0,NA,0,NA,1,NA,1,NA,1,NA,100,100,1,1,1,1,1,1,1,2,2,3,4,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,3,2,1,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,76,12,50,3,4,2,3,2,1,1,1,2,1,1,1,1,2,2,1,60,100,NA,NA,175,38,2.5106,1,0.30620000000000003,0.6412,0.5626,0.3642,-0.3647,-1.0847,0.0097,0.92,1,-0.3593,-1.6823,1,0,0,1,9,0.1111,1,1,1,2,2,1.5621,-1.4562,19.4444,3,499.24832677,69.18008,17NOV16:12:20:57
USA,840,00186,84000186,06MS,084000,84000,USA0104,8400000,1,2,313,4,803,786,4,433,725,725,575,30,60,150,1,1,1,1,1,1,2,1,1,1,9999997,1,2,1,1,1,1,2,1,1,1,3,3,4,4,5,3,5,6,4,5,4,3,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,2,1,3,1,3,2,1,NA,97,1,2,0,2,2,3,3,2,2,3,3,87,2,87,NA,25,NA,60,NA,2,NA,10,NA,10,NA,10,NA,100,100,2,1,1,1,1,2,1,2,2,2,5,5,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,3,1,1,2,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,2,5,7,48,3,3,3,2,2,2,2,3,2,2,1,1,2,2,1,2,20,65,4,5,1589,28,1.6744,1,0.2997,0.2784,0.7532,-0.5348,0.3519,-1.2558,-0.3422,0.33,0,0.5881,0.9091,0.2841,0.6818,0.0227,0.9886,88,0.1136,1,1,10,3,6,1.148,0.6298,18.0568,3,58.245484864,8.07099,17NOV16:12:20:57
USA,840,00190,84000190,06MS,084000,84000,USA0206,8400000,1,2,313,1,35,22,1,14,50,50,3,3,10,12,1,1,1,1,2,2,2,2,2,1,9999997,1,1,1,2,2,2,2,1,1,1,3,3,5,3,6,6,4,6,3,3,3,5,3,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,3,1,1,2,1,3,NA,1,NA,100,0,0,0,3,2,2,2,3,3,2,1,12,0,12,0,8,0,3,0,1,0,1,0,1,0,1,0,100,100,1,1,1,2,1,2,1,2,3,2,5,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,3,2,3,3,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,28,NA,80,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,1,10,75,20,5,57,13,3.5714,1,0.2527,0.4092,0.5929,0.9596,-0.9074,0.0554,-0.1311,1,5,-0.3425,0.4783,0.6667,0.25,0.0833,1,12,0.0833,1,1,1,2,4,-1.1558,-0.1841,4.75,3,927.12292381,128.47002,17NOV16:12:20:57
USA,840,00191,84000191,06MS,084000,84000,USA0206,8400000,1,2,313,3,772,803,4,394,394,394,394,50,50,175,1,1,1,1,2,2,1,2,1,1,9999997,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,1,3,2,1,NA,60,10,30,NA,2,1,3,1,2,2,1,1,100,10,100,10,100,10,60,2,20,0,15,0,15,0,15,0,100,100,1,1,1,1,1,1,1,1,2,2,5,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,20,40,65,4,4,2,1,2,2,2,2,2,2,1,1,2,1,1,2,30,40,30,60,1575,28,1,1,4.43,2.9951,2.2317,1.8133,2.3955,0.9105,0.7134,1,3,-0.849,-0.1049,1,0.581,0.1905,1,105,0.1429,1,1,15,3,8,1.4794,0.2229,15,3,55.772987189,7.72838,17NOV16:12:20:57
USA,840,00192,84000192,06MS,084000,84000,USA0206,8400000,1,2,313,2,819,739,3,453,1734,1734,1350,66,89,177,1,1,1,1,1,2,1,1,1,1,9999997,1,2,1,1,1,1,2,2,1,1,2,4,5,4,4,1,5,6,2,4,2,6,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,3,1,1,NA,88,12,0,0,1,1,1,1,2,1,1,1,86,5,86,5,62,5,24,0,0,0,10,1,10,1,10,1,100,100,1,2,1,1,1,1,1,1,3,1,5,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,3,3,6,1,18,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,90,66,85,40,1558,23,3.8278,1,0.0474,0.6112,0.5085,-0.065,-0.9845,-1.1417,-0.3422,0.5,1,-0.9916,-1.6823,0.7288,0.2712,0,1,88.5,0.1186,1,1,10.5,3,5,-1.5423,-2.1182,17.6045,3,68.19066829,9.44908,17NOV16:12:20:57
USA,840,00193,84000193,06MS,084000,84000,USA0308,8400000,1,2,313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NaN,NA,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.957657087,3.73548,17NOV16:12:20:57
USA,840,00194,84000194,06MS,084000,84000,USA0104,8400000,1,2,313,2,435,425,3,215,226,226,226,20,50,65,1,NA,1,1,1,1,2,1,1,1,9999997,1,2,1,1,1,1,2,2,1,1,3,4,4,4,6,5,5,6,4,5,5,5,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,3,NA,1,NA,100,NA,NA,NA,1,1,1,1,1,1,1,1,80,2,50,NA,22,NA,26,NA,2,NA,6,NA,6,NA,6,NA,NA,NA,1,1,1,1,2,2,1,2,2,2,5,5,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,1,1,3,3,1,1,1,1,2,3,3,7,18,45,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,2,30,30,20,20,860,23,1.0512,1,0.7989,0.5511,1.0154,0.6203,0.4765,1.4806,1.769,0.92,5,-1.2541,-1.6823,0.2716,0.321,0.0247,0.6173,81,0.0741,1,1,6,2,5,1.5715,1.7822,10.6173,3,83.181197254,11.52629,17NOV16:12:20:57
USA,840,00195,84000195,06MS,084000,84000,USA0206,8400000,1,2,313,1,177,154,3,76,170,170,80,3,27,50,1,2,1,1,1,1,2,1,2,1,9999997,1,1,1,1,1,1,1,1,1,1,4,4,5,5,6,6,6,6,4,6,5,6,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,3,1,1,NA,100,0,0,0,3,1,3,1,2,3,2,2,19,NA,19,NA,19,NA,12,NA,NA,NA,5,NA,5,NA,5,NA,100,100,1,1,1,1,1,2,1,1,2,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,3,6,12,59,3,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,30,30,10,25,331,23,2.2368,1,1.4816,0.9285,1.6178,1.8133,0.8031,-1.2272,0.0097,0.58,0,-0.0265,0.1122,1,0.6316,NA,1,19,0.2632,1,1,5,1,8,0.1841,-0.4866,17.4211,3,232.52814284,32.22107,17NOV16:12:20:57
USA,840,00196,84000196,06MS,084000,84000,USA0308,8400000,1,2,313,4,910,970,4,450,180,180,60,0,80,110,1,1,1,1,1,1,1,2,1,1,9999997,1,2,1,1,1,1,2,2,1,1,3,4,5,4,4,5,4,5,3,4,4,4,4,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,2,1,3,2,1,NA,100,0,0,0,2,2,3,3,3,3,2,2,90,10,90,10,0,0,90,10,0,0,7,0,7,0,7,0,50,15,1,1,1,1,1,2,1,1,2,2,3,4,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2,20,13,60,4,4,3,3,2,3,3,3,3,3,1,1,2,1,1,2,15,25,1,5,1880,28,0.4,1,0.2456,0.7724,0.2905,0.0394,-0.2653,-0.6097,-0.2102,0.83,3,0.068,0.9091,0,1,0,1,95,0.0737,1,1,7,3,5,2.1112,1.7822,19.7895,3,42.081646081,5.83119,17NOV16:12:20:57
USA,840,00197,84000197,06MS,084000,84000,USA0103,8400000,1,2,313,4,235,250,3,150,150,150,150,18,25,70,1,1,1,1,2,2,1,1,1,1,9999997,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,5,5,6,4,4,3,5,3,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,3,3,3,3,2,1,NA,2,1,37,51,12,NA,1,1,1,1,1,1,1,2,39,1,34,0,27,1,12,0,0,0,6,0,6,0,6,0,100,100,1,1,1,1,1,1,1,2,1,2,5,5,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,3,1,1,1,3,1,1,1,1,2,2,2,50,7,25,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,40,45,10,20,485,23,1,1,0.1642,-0.1461,0.3157,0.6203,-0.1259,1.4806,2.8245,1,8,-0.6423,-1.6823,0.6962,0.3038,0,0.8608,39.5,0.1519,1,1,6,3,8,-1.8174,-0.7974,12.2785,1,301.18847736,41.73523,17NOV16:12:20:57
USA,840,00198,84000198,06MS,084000,84000,USA0308,8400000,1,2,313,3,887,792,4,424,425,425,188,1,70,75,1,1,1,1,1,1,1,1,1,1,9999997,1,2,1,2,2,2,2,2,2,2,1,2,3,3,5,2,3,6,4,4,2,3,2,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,2,2,2,2,2,3,NA,1,NA,100,0,0,NA,1,1,1,1,1,2,2,2,66,11,66,11,14,1,52,10,0,0,9,0,9,0,7,0,100,100,1,1,2,2,1,1,1,1,2,2,5,5,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,9,14,42,2,3,1,3,3,3,2,2,2,3,1,1,1,1,1,2,75,86,21,43,1679,28,1.0024,1,-0.7104,-1.5927,0.1176,-0.7786,-0.2945,-0.9137,0.0537,0.92,6,-0.2345,-1.6823,0.2028,0.7972,0,1,71.5,0.1259,1,0.7778,9,3,2,0.7097,1.0274,23.4825,3,69.568143011,9.63995,17NOV16:12:20:57
USA,840,00200,84000200,06MS,084000,84000,USA0206,8400000,1,2,313,2,287,254,2,115,110,110,20,30,30,60,1,1,1,1,1,1,2,1,1,1,9999997,1,1,1,1,1,1,2,2,1,1,5,4,4,4,4,4,5,5,4,5,4,5,5,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,3,3,3,2,1,3,NA,1,NA,99,0,0,1,1,1,2,1,1,1,1,1,54,NA,54,NA,54,NA,45,NA,1,NA,7,NA,7,NA,7,NA,99,100,1,1,1,1,1,1,1,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,1,1,1,1,2,3,3,95,12,91,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,82,56,20,10,541,18,0.9565,1,0.634,0.9728,0.5085,0.1158,0.3519,-0.7997,2.8245,1,4,-1.2541,-0.7903,1,0.8333,0.0185,1,54,0.1296,1,1,7,3,6,0.0185,-0.1714,10.0185,3,109.08734123,15.11607,17NOV16:12:20:57
USA,840,00202,84000202,06MS,084000,84000,USA0308,8400000,1,2,313,4,766,809,4,474,560,560,420,72,72,100,1,1,1,1,1,1,1,1,1,1,9999997,1,2,1,1,1,1,2,2,1,1,3,4,4,3,3,4,3,5,4,4,2,5,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,2,2,1,3,1,3,1,1,NA,100,0,0,0,1,1,1,1,2,2,2,1,66,15,66,15,66,15,49,11,0,0,9,3,9,3,9,3,100,100,1,1,1,1,1,1,1,2,2,2,4,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,3,6,9,15,3,3,3,3,2,3,2,2,2,2,1,1,2,1,2,2,20,35,10,15,1575,28,1.1814,1,-0.1937,0.4393,-0.5081,0.1158,-0.2945,-0.2296,0.1856,0.92,2,-0.5075,-1.6823,1,0.7415,0,1,73.5,0.1429,1,1,10.5,3,5,1.381,0.617,21.4286,3,46.802956559,6.48541,17NOV16:12:20:57
USA,840,00204,84000204,06MS,084000,84000,USA0104,8400000,1,2,313,3,NA,NA,3,NA,64,64,64,6,6,70,2,2,1,1,2,2,2,2,2,1,9999997,1,2,1,2,2,1,2,2,1,1,2,4,5,5,6,5,6,6,5,6,4,5,5,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,NA,1,NA,95,0,0,5,4,4,4,4,2,2,1,1,8,NA,8,NA,8,NA,2,NA,0,NA,1,NA,1,NA,NA,NA,100,100,1,1,1,2,2,1,1,2,2,1,5,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,3,1,2,2,2,2,2,3,3,1,33,100,4,2,4,2,3,3,3,4,2,3,1,1,1,1,1,1,52,56,6,NA,NA,23,NA,1,1.2305,0.7167,1.6178,0.6203,0.9362,-0.4196,-0.0783,0.83,3,-0.849,3.7219,1,0.25,0,1,8,0.125,1,NA,1,0,3,1.5237,1.8849,NA,3,548.96875902,76.06977,17NOV16:12:20:57
